add-yield-m,2,100,400,666014,1665,0
add-yield-m,4,100,800,1347087,1683,0
add-yield-m,8,100,1600,2691155,1681,0
add-yield-m,12,100,2400,4450021,1854,0
add-yield-c,1,100,200,217868,1089,0
add-yield-c,2,100,400,298425,746,0
add-yield-c,4,100,800,329233,411,0
add-yield-c,8,100,1600,509436,318,0
add-yield-c,12,100,2400,649909,270,0
add-yield-s,1,100,200,237784,1188,0
add-yield-s,2,100,400,439118,1097,0
add-yield-s,4,100,800,1280022,1600,0
add-yield-s,8,100,1600,3013289,1883,0
add-yield-s,12,100,2400,5215266,2173,0
add-yield-m,1,1000,2000,1761818,880,0
add-yield-m,2,1000,4000,6757283,1689,0
add-yield-m,4,1000,8000,13327411,1665,0
add-yield-m,8,1000,16000,25772517,1610,0
add-yield-m,12,1000,24000,44081559,1836,0
add-yield-c,1,1000,2000,1827736,913,0
add-yield-c,2,1000,4000,2017727,504,0
add-yield-c,4,1000,8000,2247367,280,0
add-yield-c,8,1000,16000,2920102,182,0
add-yield-c,12,1000,24000,4538957,189,0
add-yield-s,1,1000,2000,1835769,917,0
add-yield-s,2,1000,4000,3720667,930,0
add-yield-s,4,1000,8000,12133472,1516,0
add-yield-s,8,1000,16000,30390789,1899,0
add-yield-s,12,1000,24000,55290033,2303,0
add-yield-m,1,10000,20000,16049302,802,0
add-yield-m,2,10000,40000,48761991,1219,0
add-yield-m,4,10000,80000,134969581,1687,0
add-yield-m,8,10000,160000,267449085,1671,0
add-yield-m,12,10000,240000,412760199,1719,0
add-yield-c,1,10000,20000,16266454,813,0
add-yield-c,2,10000,40000,18770847,469,0
add-yield-c,4,10000,80000,20129437,251,0
add-yield-c,8,10000,160000,28906721,180,0
add-yield-c,12,10000,240000,47948902,199,0
